asin,reviewId,title,content,star
B08MTSKWNX,R2SM4Q50QZZ8QV,Broken soon arrival,I wouldn’t buy,1
B07KVQXJSY,R2ZJH74RZD7N1W,Love it and recommend this for use,"Works great for my Samsung 7, great charging power, fits usb in cigarette lighter port in my car and plenty long enough",5
B087T2B7DY,R2W83I5APDN53E,Not for a iPhone 12 Pro,Does not charge the iPhone 12 Pro Max. Nice that it folds for travel.,1
B08K8DNVB4,R2VBB2N818JZ4L,Does not charge!,Does not charge my apple watch only my phone and airpods.,1
B08NC3TYD9,R1H9U1URPJJ40H,Very good,"To be honest for the price I didn’t expect too much but so far works well, charge fast ,it’s awesome .",5
B08138GVMH,R3I11Z5TJFL0GM,"Super Teil, bin sehr zufrieden.","Super Teil, wirkt richtig hochwertig. Funktioniert super. 👍Hab es für ein Roller zum Landesplanung zu kontrollieren und natürlich für Handy 😉",5
B082W23XXL,R1L29KS5ICI6XK,Great product!,"Easy to install, and love the swivel! Very happy with this purchase!",5
B0876VQHP7,R10R3GXAYFRZVT,Fast,Fast,5
B094J31JF6,R2D3HJ2F170YD3,Solid value,Very convenient and speedy.,5
B0771HWYH9,RAQ6U7OP37GGS,Dual ports are great!,I love having dual ports instead of just one hogging the outlet. I can charge more things on the power strip. These are cute and in pretty colors too.,5
B07MCVBP7N,R32LSPE9R1K3O5,Good product,These were exactly what I wanted.,5
B09L824FJL,RXJ29PIC53XQS,DOES NOT WORK,It doesn’t work for my iPhone. I can’t return it because I destroyed the box that it came in . It’s a piece of crap,1
B00VH8ENXE,R1RSEH9TVNQ3SM,Great improvement over the older model,"I purchased this to replace the older model of Anker that I had and this is a great improvement. The LED Status light is kinda cool but since it's next to my night stand, it's almost annoying to see when trying to sleep. I don't like any light when I'm sleeping...I say Almost because I got over it and still like it.",5
B091HWJJ1M,R1TYFRNKQDRE2P,Small and Fast,"Small and fast. Adds about 50% to my iPhone 11 in about 30min. Unlike Apple cubes, it’s physical dimensions don’t take two outlet spots. I use Ankers USB C to Lighting cable with this charging cube.

FYI Apple doesn’t really say how to know if the phone is fast charging. I found that when the phone is fast charging it will buzz twice. Once when it’s plugged in and a second time about 3 seconds after that.",5
B076GZN6NF,RHD901B3GN6SO,Five Stars,Very Pleased with purchase. Quality product.,5
B08Y8XD58C,R2EGN2YXQ8UVX5,Terrible choice,"I bought 2 and both broke after 2 weeks of use, do not buy",1
B01K9MQ8WW,R2HEWTCPVLNNXS,Fast charging,Fast charging for newer phones. Can go from 10% to fully charged in 1 hour,5
B084V4KHM1,R2GO65U8ATB89U,GreT,Livery sturdy base. Didn’t feel like anything would break off. Would buy again.,5
B07P999H4J,R182E66PMC812H,A Great Charger At a Great Price!,"I purchased the two pack to have one downstairs and one upstairs in my home. These are great chargers and will charge either Android or iPhones capable of wireless charging. Very sturdy materials and construction, they also light up and make an acknowledging sound when a wireless charging phone is place on them. Another nice feature is the light goes off immediatly in case you are trying to sleep. Highly recommend!",5
B07G5T65JQ,R2RUSD7EZ9LFS9,Works as advertised,"This product worked as advertised. Looks good to. Since it stands the phone upright, I use it as a stand while messaging",5
B07RL2N8YY,R2X2XDLSIG06UA,Great car adapter,Perfect car charger,5
B078MKF7Y8,RPAEUD0VX2HEN,Ok,ok,4
B09K3ZCWRQ,R315H8FYAUKG55,Good charging but very finicky,"Likes: 1. Fast charging 2. Compact design 3. It lights up to show when it's connected correctly
Dislikes (and this may just be my devices? Idk): Both of my devices, the smart watch, a Galaxy 4 Classic & my phone, the Z Fold 3, have a hard time finding ""the hot spot"" to start charging. Maybe if it integrated a magnet for the smart watch in the future? Like the one that comes standard with the watch. That would help. And a larger surface area for the phone. The Z Fold 3 is kind of a longer phone, in their defense.",4
B08GSDZKPD,R34O32KWH2K7CC,Great,Yes,5
B09KM2Z4J5,R26U4MIOLQ1QBD,Excellent quality is very convenient,"Generally good in line with expectations, it is very convenient to use, can greatly improve the charging efficiency, no longer due to the lack of charger caused by all kinds of trouble and trouble, for many members of the family and mobile phone heavy users of the group is a very good baby, quality satisfaction is worth buying.",5
B082XDGK8J,R2P0RTOQX2W2MX,"Great wireless charger, fast, holds both iPhone and Pixel well.","Great wireless charger, fast and easy, clear indicator on front, holds and charges both iPhone11 and Pixel 4XL equally well. Would definitely buy again when need another.",5
B07GYW7LCR,RSL3X4OL061LW,Excellent product,Product was excellent as described in the Amazon website.,5
B01MCS0R3C,R3RNMIKNWFUKOT,Good charger,Good chargers,5
B0794WT57Y,R2DVJBJ3GU5M2T,Don’t buy for charging,"When I use them to charge items, they don’t work as they’re “not strong enough to support.” A waste.",2
B07CNFM87G,R1HQXY0WEUZ9G4,"that the charging wire no matter what device you use it on, has a solid connection","out of the package works great ,no problems like I've had with other chargers purchased from chain stores etc. solid connection on both the USB & Lightning wire side. keep up the good work and thankyou.",5
B09HC7LLKK,R2223L0CHXKD57,Connection issues,"Charger barely connects and it disconnects easily. It plugs in, but doesn’t connect well, to charge.",1
B087WSPFBV,R31MT6HHVIG38M,Easy to use,Easy to use! Love it!!,5
B09934YRY4,R2PKQVFF6WO3NJ,"Geart Product design, MUST buy it !!!","Great product, It is easy to use to charger many differetn drvice. more inportantly is this could help me charge much faster than before, I would like to purchase one more to put in my office.",5
B08Q3P3WWP,R3UZ9X93T5KNIQ,DON’T WAIT ORDER NOW!!!,BEST 20W CHARGER EVER!!!,5
B09GVHY3S1,REYYC7900S43S,Works Great!,"Works great, charges my devices fast. Reasonable price and arrived fast.",5
B08K7GZYQ2,R2L6Q2D1MUMT2O,Great Length!,This charger is nice and long and reaches not only to my bed but across my bed. It’s the perfect length.,5
B07MT4S44C,R2R01QBK5NZL0V,Fast phone charger,This is a great charger for the price It charges really fast it's a lot better than the one my LG Stylo 4 phone came with.,5
B00YRYS4T4,R250P9Z7XLE64G,Works as listed,Good product,5
B08M927VV6,R2SCQQ29RP7XPL,Great device. Very convenient.,"Love it. It’s very convenient to charge all my apple devices in one place. It also saves space from all the cords I used to have. This one is one cord and it charges my phone, ear pods, and watch.

The only downside is I have to remove my case for the phone charger to work. But this is so simple in exchange for the convenience this device brings.",5
B0712252ZQ,RP0KHMWN9QJ8I,Four Stars,Works Will charge Dell XPS 13 2 in one.,4
B09PNBGD1Z,R19HBGR03NUKWD,Very beneficial product!!,"Very useful for fast and simple charging. Worth the money!!!
Highly recommended",5
B07BJ53BPN,R1W0JG80BH93QT,Great price. Nice colors,Love the double plug! Colors make it easy to identify as mine!,5
B08K42Q99G,R1Q2CYEJ7BX0Q7,Love it,This is so handy! So many devices and not enough outlets? Problem solved!,5
B08M927VV6,R2Q2XW9RZUJUPL,Great Simple Charging station,Definetly love how compact this charging station and I do love that it’s all connected to one wire. I also love the green lights on the bottom to indicate what’s charging and what’s not charging,5
B01MXM9TSR,R3GPO0R64IXI4B,slow charge,"First we loved the colors, each child was able to pick out their favorite color. However It does not have a fast charge and It is hard to keep it standing up straight. So many times the cord are loosen and when you go to retrieve your device only to fine that it has not been charging.
thank you Sharon Woodard Crawford",5
B071WYF9HP,R38EI437R5XNPS,Fast charging!!,"The old charger took too long to charge the Samsung s20. I'm satisfied that it's charging so fast after changing to this product. I changed cable ""USB C Cable 100W 6ft, Anker Powerline III USB C to USB C Charger Cable 2.0"".",5
B071WYF9HP,R1WY6OC87J1G4Y,Praktisch fürs Auto - Sehr gut verarbeitet und macht was es soll,"Sehr zufrieden. Bin oft mit verschiedenen Autos unterwegs die oft noch keinen USB-C Ladeport haben. Mit diesem Adapter kann ich alles aufladen was Strom unterwegs benötigt. Vertraue seit Jahren auf Anker Produkte, angefangen mit Powerbanks und Kabeln . Noch nie Probleme gehabt.",5
B094V5M8YB,R3HWASE3SJKKGO,Super fast charging,It charges very quickly as described.,5
B08TMD1YS4,R29GIWMKZO86MJ,Stopped working after 2 months,It stopped working after two months. Charging keeps cutting off.,1
B01N6M91KI,R1EJRGVYPLPWJD,Perfect replacement,Used for LG G7. Fast charge works again,5
B07X3G6WBH,R35ZUPNQN5VC7M,MUST BUY,I bought this as a Christmas gift for my boyfriend and he loved it!! Highly recommend as a gift for someone who loves a lot of gadgets.,5
B07D64QLQ1,RIB7TEA5YH35Y,"does not support super fast charging, makes a high pitched whining noise","Does not support super fast charging, makes a high pitched whining noise. It can power a macbook, so I suppose there that, but the whining will get annoying quick",2
B075M4ZH17,R2HULO3KJ80F02,Very well made and efficient product.,"I can't say much about the charging speed due to minimal use as of yet, though 7.5 W is great for this pad.
Looking at the photo and basing my opinion off previous wireless charging pads, I expected a little plastic ring with the cord attached.
Mophie's Wireless Charge Pad is a very sturdy heavy piece with a rubber top that feels extremely durable. It is definitely a device that feels high quality and it looks great on a desk.
I was able to snag one for $22.99 on sale on Amazon, but I would pay $50 now that I know what the quality is like.
Great product, perfect for a desk or bedside table",5
B08CV9V743,R13RUGR7JBPRBQ,Good,Good,5
B07VQ8GS26,R2QOR82CIYC9X,Works Great!,Works Great and fits flush to look like its built in.,5
B07H93NYC5,RZUDGW2EV7O59,Great product for $$$,This wireless charger is great! It doesn’t take up much room. It charges my iPhone XR very quickly. I usually only have to charge my phone one time per day and it usually is changed in about an hour and a half!,4
B08LVSFN4X,RY5K8LMAZH1SK,Works well,"Works pretty well, just pop my phone on to charge overnight",5
B0922PXFQH,R1PZ08XR8VZDJX,"Best deal you'll find, so don't be picky.","Most inexpensive per watt car charger I have ever seen! Charges my Samsung Galaxy S21 Ultra quicker than my last charger. When I was reading some of the questions asked I couldn't help but think, if you don't know the benefits of a USB-C to USB-C charge and stick with your Motorola Razr flip phone or whatever you got before you end up breaking something. And yeah the cord is short but in the car you don't really want a long cable. But if you do want one, buy one. Cable is just thrown in with the charger. Most new phones don't even come with chargers. And every charger that has 2 ports charge slower when you use both ports at the same time. If you are counting watts then you should know this. But anyways... works great, doesn't get hot, strpngly recommend.😁 ⭐⭐⭐⭐⭐",5
B07WYCJLS7,R5UV2L7IRGSYX,Had to return,"Poor build quality as the cable would not fit.
New one arrived, and was not the style I ordered.
Gave up and kept the new one they sent as they were not very good at email communication.",1
B07W471N45,R1362JNR77YODI,Good product,Good buy for price. Both mine and the wifes charger fast charger quit out so bought these. Got hear in good time standard shipping. Id buy again,5
B071YMZ4LD,R25A8SDZ3AE6GB,Still the best charger after 3 years,"3 years later, still my favorite charging block for all my devices. Even the iPhone 12 charges from 10 to 80% in less than 30 mins. Tbh, my only regret is only having one all these years. But now that I’m a teacher, I should buy another one for my classroom.",5
B07SKV2VY2,R1T1DYKJ6A9RIN,Good product,Great to have 3 ports on one charger.,5
B07CCN9FQS,R2JCDQZOL1ANVQ,As expected.,Exactly what is listed.,5
B091T6VKBV,R3UBXRZ020ZC9P,Three in One,Super excited to have gifted this to my husband. It charges all three of his products super fast!,5
B08133MTN3,R2HH4AYSE8P61R,Charges fast!,Works like it's supposed to.,5
B094FQSGMM,R2NTO8YHIZJQI1,Inexpensive and perfect for what I was looking for.,I've had a couple of mornings where I discovered my phone had not charged because it was note placed perfectly on my old wireless charger. This charging unit paired with the Spigen magsafe charge case works perfectly. There is no longer a question of whether or not my phone is charging. The magnets hold my phone in place on the charging stand and I don't have to be concerned with exact placement anymore.,5
B07TK6MPNB,R2MH7EOBKFNPJ,Works good,Works giod,5
B082SV1NF1,R250HPIP5Q95RL,Comodidad,Excelente producto muy comido Me olvido del cable,5
B07GKRR4JH,R3H8M4LZ7RAEN0,No comment,Fast charging,5
B07X32ZLM5,R32W53ZI5VWRUI,Should be able to charge with protective case on.,The only negative thing about this sleek charger is that it dosen't work with the protective phone case. Although it said it would. So having to remove the case every time is annoying!,3
B07THHQMHM,R2NF5MXE3IUJ74,Works well and EASY to use!,I have owned a few of these through the years. This one has a nice texture like rubber. I was nervous it would over charge my phone but it doesn't so that makes me happy. Nice wireless charger and not super expensive!,5
B09B7FKV8Q,REH1TGDH8HLZH,Just Buy It,"Reading reviews are a must for me so if you’re reading this, go ahead and buy it. It came super fast and it was easy to use. It looks super sleek on my night stand. If you travel with it, just make sure you take out the charger cord and everything will be fine. Customer service was amazing as well.",5
B07MSFFDNP,R5SJP0W2T9HLH,does not charge fast,I have the galaxy note 10 ot charges so slow its unusable slow charge not fast at all,2
B09N982NDT,R3BJINTCPTQBWC,Recommend for everyone,"This charging station is amazing, I love that I don’t have to bring a bunch of cords with me and I can charge all devices in one place. Charging is just as fast as anything else even with multiple devices at the same time. Would highly recommend!",5
B08NCFN2H4,R15QJC57XAHBXL,Great charger!,Great charger so far! Good chargers are hard to find and this one seems like a winner!,5
B07Z992YQQ,R3AS4WEXQLIG1Y,Great,Nothing,5
B08RHVBVRL,R21E0DTADAJHV3,It’s a nice item to charge your phone. It’s just a bit slow charging devices.,I wrote a review,5
B082TZZJZR,R1Y2L9D8Y8T6OS,Great product!,Awesome product!,5
B09995P829,R2HUDL5T24ZESW,"Quick, easy","My USB port in my phone broke a few weeks ago and I bought a wireless charger in a general store; it was awful. The charge was sporadic and it took forever. So I bought this one, and it's better in every way. My phone would slip and slide off the other other and this one is sturdy and holds it up so the charge is steady and my phone can be charged so much more quickly. I kinda wish I'd have gotten this earlier so maybe my USB port wouldn't have broken. Sooo happy with this charger though!",5
B099F55CGR,RFBSV0U9BG6RC,Broker in less than 6 months customer service not responding to warranty request,Item for no reason stopped charging. Was told this charger has 18 month warranty. Reached out to them twice but no responsive. Terrible customer service.,1
B07F6RTHV7,RV354IBQW53B2,If you have a large family get this 5 pack!,"I have two problems in my house. One is we're half iPhone Users and half android users, and everyone always needs to plug in at the same time. The other is my family isn't courteous enough to leave a wall charger for anyone else to use. Oh, another thing is there's always a minimum of 2 or 3 devices that need to be plugged in...ok, one more, and most plugs aren't rated for iOS devices.

These chargers solved all of that. First, FIVE came in a pack. One for each member of the family (Two for me. I bought then for goodness sakes). Second, they are color coded so everyone got their favorite color, so NO ONE should be confused as to which wall charger is who's anymore. Third, they work perfectly with iOS devices. And finally, there are TWO ports on the block.

I don't remember how much I paid for them, but I know it was cheaper than buying ONE iOS(Apple) charging device. I got FIVE....technically TEN because of the dual port. It was a no brainer.",5
B072N58PBY,R3BIEZ7WOSE8CN,Va muy bien,"Carga muy rápido y hace muy buen contacto, no como otros .",5
B07TTJ6KSH,R1B2D5YRIY63FY,Good quality and affordable,Great choice if your are looking for an affordable good quality wireless charger. Been using it for a week and works great.,5
B07YW9WX6B,R26XZ2BDD8LXLT,"Solo 2 semanas de uso y ya no le sirve, no carga el celular","Muy mal producto, solo 2 semanas de uso y ya no sirve",1
B08F2BT3N6,R1WT90C6DXVM92,Fast Charger with Voltage and Amperage Display,"I was looking to solve a charging issue in different aircraft I fly. Some of them are old and you never know if the 12V plug works or not. On long days, my phone and Ipad do not have enough battery, so charging in the air is important. The display lets me quickly check there is power at the outlet and the USB-C and USB-A ports make it easy to connect any cord I have. The first adapter I received work great, except I could not charge any devices, despite which cable I used. The display indicated the voltage, but no charge. Amazon quickly shipped a replacement and so far so good.",5
B07MT4S44C,R1M9Z5BASWIAEU,Do not buy this!,"Thought I'd try this to replace my busted LG G8 charger. Plugged it in, and it doesn't work at all! Waste of time and money. Please shop elsewhere.",1
B07GYW7LCR,R1WAZY6RNZSQ1L,Quick charge,Fastest charger I've ever had,5
B09N988M1T,R25A6E91DY5KNJ,It’s okay,Takes awhile to get devices to charge to 100%,3
B08NC3TYD9,R2QCIIQ4JSRCAA,Same size as other 5W chargers with FOUR times the power,"I was skeptical something so small could charge my phone so much faster. I even tested the voltages it output and it matched the USB C standard of 12 volts @ ~1.6 amps.
Since it came in a 2 pack, I took one apart to see what it looked like inside because I was really curious. It looks to be a robust design similar to other 20W cube chargers I found online. Color me impressed!",5
B09NRG9HCK,R2Q04SPZKPPX85,"Nice, fast and easy","This is a fast, easy and nice charger",5
B0874YN8B9,R2I8L07Y8276RJ,Takes too long to charge,Takes forever to charge phone.,1
B08FBDWZWR,R1Y2IAI6KT0283,Great charger,"Perfect for charging my galaxy phone & watch, space saving & efficient.",5
B08K8DNVB4,R2EEGREJXBUF6R,"slim design for 3 in 1 charger, comes with an adapter too.","for the price, this is a great all in one charger on your night stand with an adapter, it is designed in a way to minimize its use of space, it does have a nice apple watch placement to charge and at the back you have a spot to charge the your Airpods. The front charging stand is at a good angle to charge and look at your phone at the same time and it does charge on landscape mode which is great if you want to watch movies. I did notice some minimal wear and tear for the phone are but for the price it is something that I accept.",5
B08SLRM618,R2M24JLYQZJZGA,Good,Bought for my son and he loves it,5
B07L2MZ9DQ,R1AD4QSKNVZ2N,Was a gift and it's a great charger!,Bought 2 for my husband's vehicles. He loves it!,5
B01MXM9TSR,R24XYU100VXKB1,Strong and Doesn't Fall Over,"This little USB station is perfect for my bedside night table. I plug in my Fire HD tablet, iPhone, wireless headphones, and my Garmin fitness tracker and they all fit nicely. I bet it will be great for travel too.",5
B00YRYS4T4,R256CPMND3XLJU,"like me, want to be sure that your devices ...","The description says ""60W"" of output, but what does that mean?

The unit is designed for devices requiring 5V, so what that 60W means is that it is capable of a total output of 12A (60W/5V=12A).

12A/10 USB ports = 1.2A per port. What this means is that the unit is capable of simultaneously charging 10 cellular phones requiring 1A or more of power at once -- or 5 tablets that require up to 2.4A of input for proper charging.

Apart from this unit, Anker also makes a set of nifty 1-ft. cords for charging (see first photo).

If you, like me, want to be sure that your devices are actually charging -- but not overcharging -- then AboutTEK can help you know that for only $6.99 per unit. The units automatically show, alternately, in bright orange that can be read from a distance both the voltage and the amperage that the charger is putting into each device (see second and third photos).

You say you want to know more than just the voltage and the amperage, and you don't need to see the monitoring device from a distance? The item in the fourth photo will also tell you how many coulombs and mW have been loaded into the batteries of your devices.

Want to know that your device is truly fully charged?

These devices will tell you when the charger is putting 0.0A into each of your devices.",5
B09JKKMQR9,RFRAMUM40EIZD,Must buy!!!,It’s a must buy!!!! I didn’t waste my money,5
B08TMD1YS4,R3Q74FNY5PER5F,Hält und lädt,"Es hält gut am Handy und auch an dünnen Hüllen
Macht was es soll",5
B01MXM9TSR,R1XWE7F95UMYQZ,That you care,It is fine,4
B01GDV2L56,RQ8HBP60XN5JK,Great customer service,Item was just as described and works great.,5
B099F2H5KH,R2NHJ0TU0KOJ56,Decent charger,"It’s a decent charger in that it charges pretty quickly.
Too pricey for what it is.",4
B09CD8GVY5,R5FL0UOEEG0KT,Perfect product and great value for your money!,This product is just as described and you get great value for your money! 3 for the price of 1! Thank You!,5
B07HGQQ72D,R31R2QUETKFMGG,Satisfied,Great product. No complaints. Quick shipment,5
B07WRKXQ8W,R29LSXZHP9KX0U,Charges quickly!,Appears to charge quickly. Seems to be a bit thicker cord. But I hope that means it is more durable and longer lasting! love the length of cord allows usage of phone while it is charging from pretty much anywhere in the room.,5
B093FDLLKW,RTICLJ0G70BRM,You don’t have to mount it on the dash,"The suction could be a little stronger but if you use the included clamp close enough to the suction cup, then it seems to keep a strong hold. The adhesive with the provided clamp was not strong enough. I had to use some double sided 30lb Gorilla Tape to hold the clamp in place. I also added some Gorilla Tape behind the mounting plate to keep it from bouncing around which can be seen in the photos. I don’t like the look of large mounting contraptions stuck to my windshield or my dash. I mounted the suction under my steering wheel which makes it look much cleaner and it is very sturdy (with the added Gorilla Tape).

The magnetic mount works great and charging works perfect.",4
B01N2HIR9R,R1EIEVTOMLQKOY,Stopped working,Stop working after 8-month use.,1
B09F6DYDXV,RDM9Y9JV8UYA6,Easy to use & charges multiple items at a time,"It would be great if it could charge face down bc I have a loopy case and need to take the case off for charging. However, I like that it charges all of my devices at the same time without multiple plugs so I use it every night!",5
B09L824FJL,R1S24IKNZCM8Z0,Super convenient for the price point,"I use this almost everyday for my office setup. It charges without issue and so far hasn't experienced any malfunctions. I definitely am considering getting another one given this price point for a wireless charger. However, do not that it doesn't come with a wall plug so the fast charge will only work if you plug it into a fast charge plug",4
B09NBZ9SVK,RSJ3O0QKY5XXY,Great value,Great value works great,5
B08TWWRQGB,R2EP8RUBD6RUO0,Doesn't charge well,You have to finagle the phone a lot for it to hold the magnet and charge. Sometimes I have to take the phone out of the case and it takes forever to complete a charge.,2
B01IPJX2NY,R3472LZDIFJU8S,Muy bien,Cumple con lo prometido por el vendedor. Este equipo permite la carga rápida del teléfono y es muy confiable y seguro. En el coche siempre me ha servido eficientemente.,5
B09PTZCBRB,R1Q5JNDZ2RAIXI,Great phone case,Great phone case. Very pretty.,5
B09QLT5B9N,R3521Q6HMKKJ3I,"Wanted something portable, still looking...","Going on a trip and wanted something portable to carry and my old charger was only a watch/phone unit, so I was excited for the additional AirPods charger. Unfortunately this product did not work, and I bought 2; one for me and one for my sweetie. First night we charged our iPhone 12s, Apple Watch series 6s and gen 2 AirPod Pros. After 8 hours of charge the first night the best the watches charged to was 84 and 83%. Next night we tried different combinations of power units, power cords and finally the old chargers in the combination. The watchers constantly lost charge and the phones slowly gained. Finally after about 60 minutes saw the first positive charge on either watch. Switched to our old chargers using the same power units and cord combinations and within one hour the charge on the phones and watches were close to full. Returning both. The search continues.",1
B09LLHVKZJ,R2M3M48LGMTITM,Excellent after sales support!,"We have recently purchased this product and it has started to make noise when connecting the mobile and the mobile also overheats. As soon as I left my product review, they contacted me and kindly offered to solve our problem. We already have a new charger and it is working very well, so thank you very much for this attention.",5
B097PTBB5V,R2PG7PPTKP9KLZ,Works great,This product came quickly and is working well. Thank you for a product that is well made at a reasonable price.,5
B07FBF2BNT,R2HSP9KK4EOE9E,Perfect,"Works great to plug in multiple electronics. Used mine for my phone, Apple Watch and iPods.",5
B08J49THFB,R2RI01CPKA83E1,Good - but not Samsung compatible,"Nicely made, and the LED indicators are an attractive and functional touch. However, these units are NOT compatible with Samsung for fast wireless charging. Samsung has recently started restricting fast wireless charging to units that have been certified by Samsung. This is enforced in their software, which turns off fast wireless charging mode when it senses a charging plate that doesn't meet their standard. This affects almost all Samsung phones and tablets, and leads to charging times dramatically longer than you'd hope.",3
B08T5QVTKW,R3FU1RQYO1M50E,Compact and fast charging,Purchased the Anker charger due to the fact that the Samsung fast charger for the Galaxy S22 Ultra was sold out. I like the fact that this is portable and travel friendly and does supply fast charging to both the S22 Ultra and Pixel 6 Pro. Great job Anker!,5
B01K9MQ8WW,RKR1SNDJ2E04D,but the best thing about Anker is the customer service and its ...,It maybe pricey but it definitely worth it! fast charge and very high quality product. but the best thing about Anker is the customer service and its warranty so I would definitely give it a 5 star!!!,5
B08M927VV6,R2IO9RMYZZF6F5,Great charge and compact,"I love this charger. Charges my Apple Watch, I phone 13 pro max, and earbuds!",5
B07BKL7B9R,RRXW5QFZN6QP7,Junk,It stopped working after a short time,1
B00VH8ZW02,R1MJ3ACTT30R1,Highly recommended,Anker makes the best USB charging blocks around. Packaging is outstanding as is the product and their support. I own 5 of these in various sizes. Highly recommended.,5
B07SSL4KND,R3TT2PS09LDWRW,Great product,"Great product, fast delivery",5
B08K8VBD91,R143Z5EVITCJOH,Doesn’t work anymore and don’t know when it quit,Quit working and don know when. Haven’t had it a year even,1
B09L824FJL,R3PM864T4YWFI7,Long cord will reach from nightstand to floor,"I bought this charger to replace another that had stopped working. That charger had a short cord that needed a usb extension to reach my usb jack on the floor. This unit has a three foot cord so it reaches from my night stand to the floor. Another nice feature of this unit is that after showing a green light to indicate successful charging, the light goes out. It will not remain on all night and disturb your sleep. I am happy with this purchase.",5
B072NDT8HJ,R1YK4N7YI2X0OS,Beeps.,"After using for several months, the charger started a high pitched beeping, though subtle, that severely disturbed our sleep. I finally determined today it was the charger. Unplugged it. Beeping gone. Plugged it back in, beeping started again. This has been a nightly mystery for about 2 months. We almost replaced a ceiling fan because of it. I would t recommend this product.",3
B083B9HB6Q,R23SKLB6YOF7S7,STAY AWAY,Bought this with the intention of having an easier time of not always looking for the traditional charger. Used this one time (ONE TIME) on my iPhone 8 plus as soon as it arrived. it worked perfectly. The very next day I plugged it in and there's no blue light indicating its on. I continuously placed my iPhone on to charge and there was nothing going on. Less than 12 hours from out of the box and it broke. Horrible quality and I will avoid this company forever. waste of money and time.,1
B07LG1QS9Y,RLFZU5UUZ1KVC,Good buy,Works great for the money,5
B08S766222,RINQKL1L3HALV,High quality; works great!,Like the extra long cord; I needed an extra charging cord for my recent new iPhone 13. We now have 3 iPhone products that require regular charging. The cord that came with one of them caused it to get too hot.,5
B07C4M5P5S,R9NBQJNBR25SO,Does not work with otterbox.,Bought for my husband who is a truck driver thinking he could use in his truck but it does not work through an otterbox.,3
B08HQY3B4M,R2A2JPDXXH0EXH,Love my charger!,I loved this charger so much I bought two ),5
B081GYSPVM,R1YXU1WJTRDVI8,Charges Fast!,Charges my phone extremely fast!,5
B09PYHS59Z,RZWS8Q3UH29DJ,"Affordable charger, but won’t last very long","Bought this wireless charger in July of last year (2018) and it worked great. However, after only a couple months, it just stopped working. I contacted the seller and they were great. They shipped a replacement to me right away and things were great again. I’m not entirely sure what the lifespan is on these wireless chargers being that they aren’t very expensive, but the replacement that they provided just stopped working again. It has been about 10 months so this one definitely lasted longer than the first one. But I guess I was hoping to get a year + out of a charger that literally just sits on the counter and charges my device each night. I don’t take it anywhere, move it or anything. I could try contacting the seller again but instead, I just ordered a different brand. Will see if that one is any better. The new one came with notice of an 18 month warranty so it’s already looking better than the Yootech model!",3
B09NPLCBM6,R9370KGVHVXBJ,GREAT PRODUCT,This is a very easy product to use. It was able to charge my iPhone 11 Pro with a phone case on. As well as my series 3 Apple Watch. Also my first generation AirPods.,5
B01MCS0R3C,RPB7SSPR22EWA,Broken with 2 months,"This product sucked. Both cords stopped working within 2 months of being purchased. No signs of wear and tear, not even heavily used. I wouldn't recommend this product to anyone",1
B09L824FJL,R3IWLXIDAS28PM,Works but phone slides off.,"I wanted to love this charger. I was amazed when I simply put my iPhone XS on it and it immediately started charging. However the amazement was short lived. My phone slides off the charger while I’m sleeping and I wake up to a dying phone. I’ve tried to move it to three different locations to make sure it wasn’t at an angle and I didn’t know it. Nope, still didn’t work. I don’t know how or why my phone slides off every night but it’s basically useless to me. Probably sending back.",1
B07DC4J387,R3TXLG5SCT79JV,It doesn’t work!,It simply doesn’t work!,1
B07RGPVNWM,R81YJAXNS7YKK,Speedy charge,Helps charge the iPhone in less than a bout.,5
B07GZNVLN8,R1M5WNDVM8ZY80,Not Recommended for iPhones. Don’t Buy!,Does NOT Work with IPhone products! I have tried for over two months without any success and no help from Seller.,1
B08K2XY3FZ,R39C1NNZ62YGUN,Doesn’t work,"If I could give zero stars, I would. Doesn’t even work. Don’t waste your money.",1
B07TK6MPNB,R24J6EORFCV8GJ,good product and seeker,happy with my purchase good value,5
B016ZNTUQA,RN75U8SVJGK7E,This is a sturdy heavy duty feeling wall charger that does exactly what ...,"This is a sturdy heavy duty feeling wall charger that does exactly what it's supposed to do, charges my devices quickly and safely. The device is very portable and reliable. I recommend it very highly",5
B09FKZ7M9M,R22LTDAXVQX1D6,Easy to use and convenient,Easy to use. Only downside is how bright the light is at night.,5
B0794WT57Y,R2R8M39PN0Z0T3,Slow charge,Not fast charge was my issue,5
B081Z8413L,R1BIL4766CVZK3,Waste of money,Not charging my Samsung phone and watch,2
B08L5NP6NG,R3EDX6376P6JKR,Works as designed,Its magnetic. It charges. I did buy a better case that was specifically listed as MagSafe and the experience is awesome.,5
B07Q6SM54P,RQ4IHPYUUT6IQ,Alles in Ordnung,"Artikel ist genau so wie beschrieben, Versand auch alles gut",5
B08FBFJDQ1,R217Q7J7Z7G4R4,Works Wellish,This wireless charger works for my Galaxy Note and iphone. Wireless charge is slower than direct charge so using this device wont provide a quick charge. Overall the wireless charger is convenient and works well for me.,5
B07MKPY39L,RYJQ198BMYIFD,Great Charger,"I bought this car charger for my Samsung Galaxy phone. Overall, it is a solid product. The design is simple and sleek. It charges my phone much faster than my old charger in the car. And you can’t beat the price.",5
B08P544KWF,R2811NRISAWPI4,Quality seems great!,I haven’t tried that item yet but seems to be very well-made,5
